item_id;item;defom;exsz;schpl;x_mm;y_mm;z_mm;pzxsc;kgxsc;x_sc_mm;y_sc_mm;z_sc_mm;scxfrd;frdxplt;x_frd_mm;y_frd_mm;z_frd_mm;kgxfrd;cdsup;scxpl;z_cub_mm;x_pal_mm;y_pal_mm;kgxplt;z_pal_mm
7b70c97bfb S 036;7b70c97bfb;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
cdcf5292f8 S 040;cdcf5292f8;30X60;0;S 040;300;600;9;7;23,1;300;600;63;2;20;300;600;144,9;46,2;F;40;601;800;1200;924;134
fe1cc20a25 S 040;fe1cc20a25;30X60;0;S 040;300;600;9;7;23,1;300;600;63;2;20;300;600;144,9;46,2;F;40;601;800;1200;924;134
c3fe6d3b48 N 040;c3fe6d3b48;30X60;0;N 040;300;600;9;6;22,2;300;600;54;0;inf;300;600;0;0;9;40;-134;800;1200;888;134
c3fe6d3b48 S 040;c3fe6d3b48;30X60;0;S 040;300;600;9;6;22,2;300;600;54;2;20;300;600;124,2;44,4;F;40;601;800;1200;888;134
223079a90b N 040;223079a90b;30X60;0;N 040;300;600;9;6;22,2;300;600;54;0;inf;300;600;0;0;9;40;-134;800;1200;888;134
223079a90b S 040;223079a90b;30X60;0;S 040;300;600;9;6;22,2;300;600;54;2;20;300;600;124,2;44,4;F;40;601;800;1200;888;134
b72e15ad79 N 036;b72e15ad79;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
b72e15ad79 S 036;b72e15ad79;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
467c69de8a N 036;467c69de8a;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
467c69de8a S 036;467c69de8a;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
ab967c4645 N 036;ab967c4645;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
ab967c4645 S 036;ab967c4645;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
9b1b2b9ba3 N 036;9b1b2b9ba3;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
9b1b2b9ba3 S 036;9b1b2b9ba3;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
bc6330c9ee N 042;bc6330c9ee;75X75;0;N 042;750;750;9,5;2;25;750;750;19;0;inf;750;750;0;0;9;42;-134;800;1200;1050;134
bc6330c9ee S 042;bc6330c9ee;75X75;0;S 042;750;750;9,5;2;25;750;750;19;7;6;750;750;152,95;175;F;42;751;800;1200;1050;134
de504122d2 N 042;de504122d2;75X75;0;N 042;750;750;9;2;25;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;1050;134
de504122d2 S 042;de504122d2;75X75;0;S 042;750;750;9;2;25;750;750;18;7;6;750;750;144,9;175;F;42;751;800;1200;1050;134
f6a7f94335 E 040;f6a7f94335;30.5X56;0;E 040;305;560;10;6;17,92;305;560;60;0;inf;305;560;0;0;9;40;-134;800;1200;716,8;134
f6a7f94335 N 040;f6a7f94335;30.5X56;0;N 040;305;560;10;6;17,92;305;560;60;0;inf;305;560;0;0;9;40;-134;800;1200;716,8;134
f6a7f94335 S 040;f6a7f94335;30.5X56;0;S 040;305;560;10;6;17,92;305;560;60;2;20;305;560;138;35,84;F;40;616;800;1200;716,8;134
4b1ff1c684 S 040;4b1ff1c684;30X60;0;S 040;300;600;9;6;21,82;300;600;54;2;20;300;600;124,2;43,64;F;40;601;800;1200;872,8;134
996a1f56e8 N 032;996a1f56e8;30.5X56;0;N 032;305;560;8,5;9;24,03;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;768,96;134
996a1f56e8 S 032;996a1f56e8;30.5X56;0;S 032;305;560;8,5;9;24,03;305;560;76,5;2;16;305;560;175,95;48,06;U;32;618;800;1200;768,96;132
87121d17ae E 032;87121d17ae;30.5X56;0;E 032;305;560;8,5;9;23,25;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;744;134
87121d17ae N 032;87121d17ae;30.5X56;0;N 032;305;560;8,5;9;23,25;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;744;134
87121d17ae S 032;87121d17ae;30.5X56;0;S 032;305;560;8,5;9;23,25;305;560;76,5;2;16;305;560;175,95;46,5;F;32;616;800;1200;744;134
2230ce4bd6 N 032;2230ce4bd6;30.5X56;0;N 032;305;560;8,5;9;22,5;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;720;134
2230ce4bd6 S 032;2230ce4bd6;30.5X56;0;S 032;305;560;8,5;9;22,5;305;560;76,5;2;16;305;560;175,95;45;F;32;616;800;1200;720;134
f174292011 N 032;f174292011;30.5X56;0;N 032;305;560;8,5;9;22,5;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;720;134
f174292011 S 032;f174292011;30.5X56;0;S 032;305;560;8,5;9;22,5;305;560;76,5;2;16;305;560;175,95;45;F;32;616;800;1200;720;134
fb79f0efb4 N 032;fb79f0efb4;30.5X56;0;N 032;305;560;8,5;9;24,03;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;768,96;134
fb79f0efb4 S 032;fb79f0efb4;30.5X56;0;S 032;305;560;8,5;9;24,03;305;560;76,5;2;16;305;560;175,95;48,06;F;32;616;800;1200;768,96;134
5c102f05e2 N 032;5c102f05e2;30.5X56;0;N 032;305;560;8,5;9;22,5;305;560;76,5;0;inf;305;560;0;0;9;32;-134;800;1200;720;134
5c102f05e2 S 032;5c102f05e2;30.5X56;0;S 032;305;560;8,5;9;22,5;305;560;76,5;2;16;305;560;175,95;45;F;32;616;800;1200;720;134
69b5ee2f3a N 042;69b5ee2f3a;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
69b5ee2f3a S 042;69b5ee2f3a;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
6f67bca234 N 042;6f67bca234;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
6f67bca234 S 042;6f67bca234;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
7a5f3d872c N 042;7a5f3d872c;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
7a5f3d872c S 042;7a5f3d872c;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
fdf41c877d N 042;fdf41c877d;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
fdf41c877d S 042;fdf41c877d;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
d2ea5a14ab N 042;d2ea5a14ab;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
d2ea5a14ab S 042;d2ea5a14ab;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
8cf659f2dc N 042;8cf659f2dc;30.5X91.5;0;N 042;305;915;8,5;5;22,5;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;945;134
8cf659f2dc S 042;8cf659f2dc;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
48f871c886 N 042;48f871c886;30.5X91.5;0;N 042;305;915;8,5;5;21,86;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;918,12;134
48f871c886 S 042;48f871c886;30.5X91.5;0;S 042;305;915;8,5;5;21,86;305;915;42,5;1;42;305;915;48,875;21,86;B;42;606;1010;1200;918,12;134
702a6d6f5a N 042;702a6d6f5a;30.5X91.5;0;N 042;305;915;8,5;5;21,86;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;918,12;134
702a6d6f5a S 042;702a6d6f5a;30.5X91.5;0;S 042;305;915;8,5;5;21,86;305;915;42,5;1;42;305;915;48,875;21,86;B;42;606;1010;1200;918,12;134
a3807d680f N 042;a3807d680f;30.5X91.5;0;N 042;305;915;8,5;5;21,86;305;915;42,5;0;inf;305;915;0;0;9;42;-134;800;1200;918,12;134
a3807d680f S 042;a3807d680f;30.5X91.5;0;S 042;305;915;8,5;5;21,86;305;915;42,5;1;42;305;915;48,875;21,86;B;42;606;1010;1200;918,12;134
3bd4d34b84 S 042;3bd4d34b84;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
576c5631d4 N 042;576c5631d4;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
576c5631d4 S 042;576c5631d4;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
4eb7fc62a0 N 042;4eb7fc62a0;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
4eb7fc62a0 S 042;4eb7fc62a0;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
ee5df27cdf N 042;ee5df27cdf;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
ee5df27cdf S 042;ee5df27cdf;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
e5b4091142 N 042;e5b4091142;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
e5b4091142 S 042;e5b4091142;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
9f6ab3dc63 N 042;9f6ab3dc63;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
9f6ab3dc63 S 042;9f6ab3dc63;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;751;800;1200;994,56;134
da4f08a562 N 042;da4f08a562;75X75;0;N 042;750;750;9;2;25;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;1050;134
da4f08a562 S 042;da4f08a562;75X75;0;S 042;750;750;9;2;25;750;750;18;7;6;750;750;144,9;175;F;42;751;800;1200;1050;134
03a0a98c28 S 040;03a0a98c28;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
8dcf74914d S 040;8dcf74914d;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
19d52298f4 S 040;19d52298f4;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
1b73a947fc S 040;1b73a947fc;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
d311cc3220 S 040;d311cc3220;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
06e64677b9 S 040;06e64677b9;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
de79f3f12e N 040;de79f3f12e;30X60;0;N 040;300;600;9;6;24,48;300;600;54;0;inf;300;600;0;0;9;40;-134;800;1200;979,2;134
de79f3f12e S 040;de79f3f12e;30X60;0;S 040;300;600;9;6;24,48;300;600;54;2;20;300;600;124,2;48,96;F;40;601;800;1200;979,2;134
804341c996 S 040;804341c996;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
15119554c6 S 040;15119554c6;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
b45dcd9161 S 040;b45dcd9161;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
e9c65f62f6 N 032;e9c65f62f6;60X60;0;N 032;600;600;9;3;21,23;600;600;27;0;inf;600;600;0;0;F;32;606;800;1200;679,36;134
e9c65f62f6 S 040;e9c65f62f6;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
a2d3fe2b44 S 040;a2d3fe2b44;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
c29793dadd S 040;c29793dadd;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
c1fc7c986b N 036;c1fc7c986b;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
c1fc7c986b S 036;c1fc7c986b;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
033f04bb20 N 036;033f04bb20;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
033f04bb20 S 036;033f04bb20;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
711bf0266e N 036;711bf0266e;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
711bf0266e S 036;711bf0266e;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
56cae76be3 N 036;56cae76be3;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
56cae76be3 S 036;56cae76be3;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
898dca30d3 N 036;898dca30d3;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
898dca30d3 S 036;898dca30d3;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
805604995d N 036;805604995d;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
805604995d S 036;805604995d;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
95d993ebc9 N 040;95d993ebc9;60X60;0;N 040;600;600;9;3;21,23;600;600;27;0;inf;600;600;0;0;9;40;-134;800;1200;849,2;134
95d993ebc9 S 040;95d993ebc9;60X60;0;S 040;600;600;9;3;21,23;600;600;27;3;13,33333333;600;600;93,15;63,69;F;40;608;800;1200;849,2;134
39acf6facc N 040;39acf6facc;60X60;0;N 040;600;600;9;3;21,23;600;600;27;0;inf;600;600;0;0;9;40;-134;800;1200;849,2;134
39acf6facc S 040;39acf6facc;60X60;0;S 040;600;600;9;3;21,23;600;600;27;3;13,33333333;600;600;93,15;63,69;F;40;608;800;1200;849,2;134
80aa29539a N 040;80aa29539a;60X60;0;N 040;600;600;9;3;21,23;600;600;27;0;inf;600;600;0;0;9;40;-134;800;1200;849,2;134
80aa29539a S 040;80aa29539a;60X60;0;S 040;600;600;9;3;21,23;600;600;27;3;13,33333333;600;600;93,15;63,69;F;40;608;800;1200;849,2;134
923c75fc4b N 036;923c75fc4b;45X90;0;N 036;450;900;9;3;24,6;450;900;27;0;inf;450;900;0;0;9;36;-134;800;1200;885,6;134
923c75fc4b S 036;923c75fc4b;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
d4438b60a2 E 030;d4438b60a2;60X60 SP;0;E 030;600;600;20;2;30,8;600;600;40;0;inf;600;600;0;0;9;30;-134;800;1200;924;134
d4438b60a2 S 030;d4438b60a2;60X60 SP;0;S 030;600;600;20;2;30,8;600;600;40;3;10;600;600;138;92,4;F;30;601;800;1200;924;134
9c1ff4830e N 030;9c1ff4830e;60X60 SP;0;N 030;600;600;20;2;33;600;600;40;0;inf;600;600;0;0;9;30;-134;800;1200;990;134
9c1ff4830e S 030;9c1ff4830e;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
d605c94de2 E 030;d605c94de2;60X60 SP;0;E 030;600;600;20;2;33,4;600;600;40;0;inf;600;600;0;0;9;30;-134;800;1200;1002;134
d605c94de2 N 030;d605c94de2;60X60 SP;0;N 030;600;600;20;2;33,4;600;600;40;0;inf;600;600;0;0;9;30;-134;800;1200;1002;134
d605c94de2 S 030;d605c94de2;60X60 SP;0;S 030;600;600;20;2;33,4;600;600;40;3;10;600;600;138;100,2;F;30;601;800;1200;1002;134
9903195ce6 S 030;9903195ce6;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
a097275603 S 030;a097275603;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
1294fe6781 S 030;1294fe6781;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
afab40b6e5 N 036;afab40b6e5;45X90;0;N 036;450;900;9;3;24,6;450;900;27;0;inf;450;900;0;0;9;36;-134;800;1200;885,6;134
afab40b6e5 S 036;afab40b6e5;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
44bf3d3f16 N 036;44bf3d3f16;45X90;0;N 036;450;900;9;3;24,6;450;900;27;0;inf;450;900;0;0;9;36;-134;800;1200;885,6;134
44bf3d3f16 S 036;44bf3d3f16;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
7d866be853 N 036;7d866be853;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
7d866be853 S 036;7d866be853;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
2f78af2457 N 036;2f78af2457;22.5X90;0;N 036;225;900;9;6;25,2;225;900;54;0;inf;225;900;0;0;9;36;-134;800;1200;907,2;134
2f78af2457 S 036;2f78af2457;22.5X90;0;S 036;225;900;9;6;25,2;225;900;54;2;18;225;900;124,2;50,4;B;36;441;1010;1200;907,2;134
b800aec9f7 S 040;b800aec9f7;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
fdde2b8bf0 S 040;fdde2b8bf0;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
ecc6ace4ac S 040;ecc6ace4ac;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
1d02755b13 S 040;1d02755b13;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
15f64eadf6 S 030;15f64eadf6;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
6b73cba7d3 S 030;6b73cba7d3;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
e74513a584 N 042;e74513a584;75X75;0;N 042;750;750;9,5;2;25;750;750;19;0;inf;750;750;0;0;9;42;-134;800;1200;1050;134
e74513a584 S 042;e74513a584;75X75;0;S 042;750;750;9,5;2;25;750;750;19;7;6;750;750;152,95;175;F;42;751;800;1200;1050;134
f700f36ae2 S 044;f700f36ae2;40X80;0;S 044;400;800;8;5;22,7;400;800;40;5;8,8;400;800;230;113,5;U;44;803;800;1200;998,8;132
e90eb4f223 S 044;e90eb4f223;40X80;0;S 044;400;800;8;5;22,7;400;800;40;5;8,8;400;800;230;113,5;U;44;803;800;1200;998,8;132
e056ea485b N 040;e056ea485b;30X60;0;N 040;300;600;10;6;22,32;300;600;60;0;inf;300;600;0;0;9;40;-134;800;1200;892,8;134
e056ea485b S 040;e056ea485b;30X60;0;S 040;300;600;10;6;22,32;300;600;60;2;20;300;600;138;44,64;F;40;601;800;1200;892,8;134
7df83ae0ba S 030;7df83ae0ba;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
e5a27f4db8 S 030;e5a27f4db8;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
38debb1f94 N 036;38debb1f94;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
38debb1f94 S 036;38debb1f94;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
b63c484481 N 036;b63c484481;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
b63c484481 S 036;b63c484481;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
43072e02bd N 036;43072e02bd;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
43072e02bd S 036;43072e02bd;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
2c65dc172d N 036;2c65dc172d;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
2c65dc172d S 036;2c65dc172d;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
c1407af5bf N 036;c1407af5bf;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
c1407af5bf S 036;c1407af5bf;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
f397a3e437 N 036;f397a3e437;22.5X90;0;N 036;225;900;9,5;6;25,2;225;900;57;0;inf;225;900;0;0;B;36;441;1010;1200;907,2;134
f397a3e437 S 036;f397a3e437;22.5X90;0;S 036;225;900;9,5;6;25,2;225;900;57;2;18;225;900;131,1;50,4;B;36;441;1010;1200;907,2;134
63dbf64dc3 S 054;63dbf64dc3;40X80;0;S 054;400;800;8,5;4;20,6;400;800;34;5;10,8;400;800;195,5;103;U;54;803;800;1200;1112,4;132
fa7d1e9a08 S 054;fa7d1e9a08;40X80;0;S 054;400;800;8,5;4;20,6;400;800;34;5;10,8;400;800;195,5;103;U;54;803;800;1200;1112,4;132
c016b2f8a2 E 048;c016b2f8a2;40X80;0;E 048;400;800;8,5;4;20,6;400;800;34;0;inf;400;800;0;0;9;48;-134;800;1200;988,8;134
c016b2f8a2 S 054;c016b2f8a2;40X80;0;S 054;400;800;8,5;4;20,6;400;800;34;5;10,8;400;800;195,5;103;U;54;803;800;1200;1112,4;132
bd0924aaf3 S 030;bd0924aaf3;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;517;800;1200;990;134
69ec2650cb S 040;69ec2650cb;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
5291513553 S 040;5291513553;30X60 SP;0;S 040;300;600;20;3;24,75;300;600;60;2;20;300;600;138;49,5;F;40;601;800;1200;990;134
0869b1e002 S 027;0869b1e002;45X90 SP;0;S 027;450;900;20;2;37;450;900;40;2;13,5;450;900;92;74;B;27;517;1010;1200;999;134
84dc682e52 S 027;84dc682e52;45X90 SP;0;S 027;450;900;20;2;37;450;900;40;2;13,5;450;900;92;74;B;27;517;1010;1200;999;134
f929f5329f N 027;f929f5329f;45X90 SP;0;N 027;450;900;20;2;37;450;900;40;0;inf;450;900;0;0;9;27;-134;800;1200;999;134
f929f5329f S 027;f929f5329f;45X90 SP;0;S 027;450;900;20;2;37;450;900;40;2;13,5;450;900;92;74;B;27;517;1010;1200;999;134
73df4c4d22 S 030;73df4c4d22;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
a3e33b6b7a S 030;a3e33b6b7a;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
5a42dbd1c0 S 030;5a42dbd1c0;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
2e4e13be2a S 040;2e4e13be2a;60X60;0;S 040;600;600;9;3;24,34;600;600;27;4;10;600;600;124,2;97,36;F;40;596;800;1200;973,6;134
0bfd0740df S 040;0bfd0740df;60X60;0;S 040;600;600;9;3;24,34;600;600;27;4;10;600;600;124,2;97,36;F;40;596;800;1200;973,6;134
b1abaa9250 S 040;b1abaa9250;60X60;0;S 040;600;600;9;3;24,34;600;600;27;4;10;600;600;124,2;97,36;F;40;596;800;1200;973,6;134
1befc52b7d N 040;1befc52b7d;30X60;0;N 040;300;600;9;7;25,17;300;600;63;0;inf;300;600;0;0;9;40;-134;800;1200;1006,8;134
1befc52b7d S 040;1befc52b7d;30X60;0;S 040;300;600;9;7;25,17;300;600;63;2;20;300;600;144,9;50,34;F;40;601;800;1200;1006,8;134
a142a882d3 N 040;a142a882d3;30X60;0;N 040;300;600;9;7;25,17;300;600;63;0;inf;300;600;0;0;9;40;-134;800;1200;1006,8;134
a142a882d3 S 040;a142a882d3;30X60;0;S 040;300;600;9;7;25,17;300;600;63;2;20;300;600;144,9;50,34;F;40;601;800;1200;1006,8;134
19f6412e12 S 044;19f6412e12;40X80;0;S 044;400;800;8;5;22,7;400;800;40;5;8,8;400;800;230;113,5;U;44;803;800;1200;998,8;132
f669648bd5 N 036;f669648bd5;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
f669648bd5 S 036;f669648bd5;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
6e711ceef1 N 036;6e711ceef1;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
